acc,f1,label,method,pct_missing,prec,rec,split
0.83064,0.796052646414,true,eu,0.5,0.898880142755,0.733292727273,train
0.74834,0.619297055378,label,eu,0.5,0.53596828938,0.770458872306,train
0.80645,0.758629519968,true,eu,0.5,0.874675045705,0.693254545455,test
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test

acc,f1,label,method,pct_missing,prec,rec,split
0.90655,0.892779176635,true,complete,0.0,0.929700274834,0.865649090909,train
0.72402,0.619261538047,label,complete,0.0,0.510247273135,0.84099295311,train
0.86665,0.841869195013,true,complete,0.0,0.888833503661,0.810481818182,test
0.92224,0.912336558474,true,complete,0.0,0.932813964729,0.895485454545,train
0.72345,0.627671229933,label,complete,0.0,0.511583236763,0.869819096434,train
0.8751,0.85378975512,true,complete,0.0,0.885461959471,0.829609090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.907145295027,0.894646121377,true,pn,0.5,0.920376135129,0.876082277577,train
0.285229576984,0.0893008716129,label,pn,0.5,0.0893496807011,0.0896521917268,train
0.83885,0.808767736541,true,pn,0.5,0.849932670645,0.782518181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.87122,0.86408166903,true,eu,0.0,0.831065200262,0.903407272727,train
0.87122,0.86408166903,label,eu,0.0,0.831065200262,0.903407272727,train
0.83335,0.816454276465,true,eu,0.0,0.790940751347,0.847954545455,test
acc,f1,label,method,pct_missing,prec,rec,split
0.71034,0.699133954454,true,eu,0.8,0.648600173159,0.773896363636,train
0.44843,0.271945605882,label,eu,0.8,0.217237387453,0.834399075243,train
0.69515,0.680066220853,true,eu,0.8,0.632569772062,0.751318181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.86166,0.854538724258,true,eu,0.2,0.820184558362,0.895663636364,train
0.78737,0.769558173985,label,eu,0.2,0.684557321466,0.898681143791,train
0.8279,0.807861144086,true,eu,0.2,0.779416589338,0.843036363636,test
acc,f1,label,method,pct_missing,prec,rec,split
0.79527,0.75198732602,true,pn,0.9,0.797329533381,0.721052727273,train
0.60892,0.253373276117,label,pn,0.9,0.194787571825,0.962433415908,train
0.7773,0.725948477354,true,pn,0.9,0.777999702669,0.693109090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.71328,0.675468443418,true,eu,0.9,0.654174369956,0.705294545455,train
0.49886,0.21018896869,label,eu,0.9,0.173874467756,0.947976613586,train
0.69125,0.645480065243,true,eu,0.9,0.626713769236,0.673209090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.69442,0.569298118924,true,wu,0.5,0.954894235476,0.446985454545,train
0.82444,0.62277299132,label,wu,0.5,0.714349507686,0.578584176212,train
0.6634,0.508880195846,true,wu,0.5,0.927730046053,0.394545454545,test
acc,f1,label,method,pct_missing,prec,rec,split
0.61693,0.402106746418,true,pu,0.5,0.928437250608,0.310414545455,train
0.75585,0.378847396487,label,pu,0.5,0.559883295998,0.322866605369,train
0.60925,0.382075679237,true,pu,0.5,0.917690576232,0.297481818182,test
acc,f1,label,method,pct_missing,prec,rec,split
0.78558,0.720284036042,true,hb,0.5,0.867274667799,0.642627272727,train
0.78013,0.620442033534,label,hb,0.5,0.559635614995,0.73154136489,train
0.74975,0.670087091406,true,hb,0.5,0.808604166443,0.598836363636,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85783,0.83372876776,true,pn,0.8,0.860756223604,0.811038181818,train
0.63648,0.392706080669,label,pn,0.8,0.289112624206,0.954807836285,train
0.8249,0.7897937608,true,pn,0.8,0.830078508289,0.759281818182,test
acc,f1,label,method,pct_missing,prec,rec,split
0.90655,0.892779176635,true,complete,0.0,0.929700274834,0.865649090909,train
0.72402,0.619261538047,label,complete,0.0,0.510247273135,0.84099295311,train
0.86665,0.841869195013,true,complete,0.0,0.888833503661,0.810481818182,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85783,0.83372876776,true,pn,0.8,0.860756223604,0.811038181818,train
0.63648,0.392706080669,label,pn,0.8,0.289112624206,0.954807836285,train
0.8249,0.7897937608,true,pn,0.8,0.830078508289,0.759281818182,test
acc,f1,label,method,pct_missing,prec,rec,split
0.907145295027,0.894646121377,true,pn,0.5,0.920376135129,0.876082277577,train
0.285229576984,0.0893008716129,label,pn,0.5,0.0893496807011,0.0896521917268,train
0.83885,0.808767736541,true,pn,0.5,0.849932670645,0.782518181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.83064,0.796052646414,true,eu,0.5,0.898880142755,0.733292727273,train
0.74834,0.619297055378,label,eu,0.5,0.53596828938,0.770458872306,train
0.80645,0.758629519968,true,eu,0.5,0.874675045705,0.693254545455,test
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test
0.85966,0.835322352085,true,eu,0.5,0.904567523875,0.787087272727,train
0.77105,0.669129036691,label,eu,0.5,0.563646748985,0.865250445258,train
0.81185,0.769051363117,true,eu,0.5,0.852560405255,0.715918181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test
0.85966,0.835322352085,true,eu,0.5,0.904567523875,0.787087272727,train
0.77105,0.669129036691,label,eu,0.5,0.563646748985,0.865250445258,train
0.81185,0.769051363117,true,eu,0.5,0.852560405255,0.715918181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.69442,0.569298118924,true,wu,0.5,0.954894235476,0.446985454545,train
0.82444,0.62277299132,label,wu,0.5,0.714349507686,0.578584176212,train
0.6634,0.508880195846,true,wu,0.5,0.927730046053,0.394545454545,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85876,0.847583214442,true,wu,0.5,0.840702289715,0.8566,train
0.73092,0.658590909973,label,wu,0.5,0.528510818998,0.953099602986,train
0.787,0.755175370387,true,wu,0.5,0.760791327948,0.752718181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.67825,0.531185245855,true,pu,0.5,0.953374436059,0.417830909091,train
0.78125,0.510122875137,label,pu,0.5,0.618191958354,0.469571844218,train
0.66105,0.497195694778,true,pu,0.5,0.941629288231,0.388309090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.61693,0.402106746418,true,pu,0.5,0.928437250608,0.310414545455,train
0.75585,0.378847396487,label,pu,0.5,0.559883295998,0.322866605369,train
0.60925,0.382075679237,true,pu,0.5,0.917690576232,0.297481818182,test
0.67825,0.531185245855,true,pu,0.5,0.953374436059,0.417830909091,train
0.78125,0.510122875137,label,pu,0.5,0.618191958354,0.469571844218,train
0.66105,0.497195694778,true,pu,0.5,0.941629288231,0.388309090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85876,0.847583214442,true,wu,0.5,0.840702289715,0.8566,train
0.73092,0.658590909973,label,wu,0.5,0.528510818998,0.953099602986,train
0.787,0.755175370387,true,wu,0.5,0.760791327948,0.752718181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85876,0.847583214442,true,wu,0.5,0.840702289715,0.8566,train
0.73092,0.658590909973,label,wu,0.5,0.528510818998,0.953099602986,train
0.787,0.755175370387,true,wu,0.5,0.760791327948,0.752718181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.92224,0.912336558474,true,hb,0.5,0.932813964729,0.895485454545,train
0.72345,0.627671229933,label,hb,0.5,0.511583236763,0.869819096434,train
0.8751,0.85378975512,true,hb,0.5,0.885461959471,0.829609090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.90655,0.892779176635,true,complete,0.5,0.929700274834,0.865649090909,train
0.72402,0.619261538047,label,complete,0.5,0.510247273135,0.84099295311,train
0.86665,0.841869195013,true,complete,0.5,0.888833503661,0.810481818182,test
acc,f1,label,method,pct_missing,prec,rec,split
0.82025,0.80747695298,true,hb,0.5,0.777369722161,0.843821818182,train
0.64934,0.56637879328,label,hb,0.5,0.451396163734,0.858840243252,train
0.79975,0.779913826187,true,hb,0.5,0.753525452637,0.8128,test
acc,f1,label,method,pct_missing,prec,rec,split
0.78176,0.753208538243,true,wu,0.8,0.771159680113,0.739410909091,train
0.62472,0.383849227758,label,wu,0.8,0.283630850465,0.945630354078,train
0.74525,0.702628947101,true,wu,0.8,0.727411357553,0.684090909091,test
acc,f1,label,method,pct_missing,prec,rec,split
0.71034,0.699133954454,true,eu,0.8,0.648600173159,0.773896363636,train
0.44843,0.271945605882,label,eu,0.8,0.217237387453,0.834399075243,train
0.69515,0.680066220853,true,eu,0.8,0.632569772062,0.751318181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.71034,0.699133954454,true,eu,0.8,0.648600173159,0.773896363636,train
0.44843,0.271945605882,label,eu,0.8,0.217237387453,0.834399075243,train
0.69515,0.680066220853,true,eu,0.8,0.632569772062,0.751318181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.78176,0.753208538243,true,wu,0.8,0.771159680113,0.739410909091,train
0.62472,0.383849227758,label,wu,0.8,0.283630850465,0.945630354078,train
0.74525,0.702628947101,true,wu,0.8,0.727411357553,0.684090909091,test
acc,f1,label,method,pct_missing,prec,rec,split
0.61693,0.402106746418,true,pu,0.5,0.928437250608,0.310414545455,train
0.75585,0.378847396487,label,pu,0.5,0.559883295998,0.322866605369,train
0.60925,0.382075679237,true,pu,0.5,0.917690576232,0.297481818182,test
acc,f1,label,method,pct_missing,prec,rec,split
0.67825,0.531185245855,true,pu,0.5,0.953374436059,0.417830909091,train
0.78125,0.510122875137,label,pu,0.5,0.618191958354,0.469571844218,train
0.66105,0.497195694778,true,pu,0.5,0.941629288231,0.388309090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.61693,0.402106746418,true,pu,0.5,0.928437250608,0.310414545455,train
0.75585,0.378847396487,label,pu,0.5,0.559883295998,0.322866605369,train
0.60925,0.382075679237,true,pu,0.5,0.917690576232,0.297481818182,test
0.67825,0.531185245855,true,pu,0.5,0.953374436059,0.417830909091,train
0.78125,0.510122875137,label,pu,0.5,0.618191958354,0.469571844218,train
0.66105,0.497195694778,true,pu,0.5,0.941629288231,0.388309090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.67825,0.531185245855,true,pu,0.5,0.953374436059,0.417830909091,train
0.78125,0.510122875137,label,pu,0.5,0.618191958354,0.469571844218,train
0.66105,0.497195694778,true,pu,0.5,0.941629288231,0.388309090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85966,0.835322352085,true,eu,0.5,0.904567523875,0.787087272727,train
0.77105,0.669129036691,label,eu,0.5,0.563646748985,0.865250445258,train
0.81185,0.769051363117,true,eu,0.5,0.852560405255,0.715918181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test
acc,f1,label,method,pct_missing,prec,rec,split
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
acc,f1,label,method,pct_missing,prec,rec,split
0.83064,0.796052646414,true,eu,0.5,0.898880142755,0.733292727273,train
0.74834,0.619297055378,label,eu,0.5,0.53596828938,0.770458872306,train
0.80645,0.758629519968,true,eu,0.5,0.874675045705,0.693254545455,test
acc,f1,label,method,pct_missing,prec,rec,split
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test
0.85966,0.835322352085,true,eu,0.5,0.904567523875,0.787087272727,train
0.77105,0.669129036691,label,eu,0.5,0.563646748985,0.865250445258,train
0.81185,0.769051363117,true,eu,0.5,0.852560405255,0.715918181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test
0.88102,0.870827308058,true,eu,0.5,0.869318706466,0.873198181818,train
0.74412,0.672485267296,label,eu,0.5,0.540289023717,0.963813076392,train
0.81465,0.786158222974,true,eu,0.5,0.79754785997,0.777381818182,test
0.85966,0.835322352085,true,eu,0.5,0.904567523875,0.787087272727,train
0.77105,0.669129036691,label,eu,0.5,0.563646748985,0.865250445258,train
0.81185,0.769051363117,true,eu,0.5,0.852560405255,0.715918181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test
0.88102,0.870827308058,true,eu,0.5,0.869318706466,0.873198181818,train
0.74412,0.672485267296,label,eu,0.5,0.540289023717,0.963813076392,train
0.81465,0.786158222974,true,eu,0.5,0.79754785997,0.777381818182,test
acc,f1,label,method,pct_missing,prec,rec,split
0.78176,0.753208538243,true,wu,0.8,0.771159680113,0.739410909091,train
0.62472,0.383849227758,label,wu,0.8,0.283630850465,0.945630354078,train
0.74525,0.702628947101,true,wu,0.8,0.727411357553,0.684090909091,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85966,0.835322352085,true,eu,0.5,0.904567523875,0.787087272727,train
0.77105,0.669129036691,label,eu,0.5,0.563646748985,0.865250445258,train
0.81185,0.769051363117,true,eu,0.5,0.852560405255,0.715918181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.8483,0.821614938371,true,eu,0.5,0.899855291887,0.7682,train
0.74789,0.629426319953,label,eu,0.5,0.534000001585,0.805140795521,train
0.82215,0.783717421596,true,eu,0.5,0.871699629304,0.727609090909,test
0.849,0.822738972295,true,eu,0.5,0.895560207735,0.77214,train
0.74454,0.62722512165,label,eu,0.5,0.530197283153,0.807219018177,train
0.8234,0.785572595031,true,eu,0.5,0.867212544156,0.732336363636,test
0.88102,0.870827308058,true,eu,0.5,0.869318706466,0.873198181818,train
0.74412,0.672485267296,label,eu,0.5,0.540289023717,0.963813076392,train
0.81465,0.786158222974,true,eu,0.5,0.79754785997,0.777381818182,test
0.85966,0.835322352085,true,eu,0.5,0.904567523875,0.787087272727,train
0.77105,0.669129036691,label,eu,0.5,0.563646748985,0.865250445258,train
0.81185,0.769051363117,true,eu,0.5,0.852560405255,0.715918181818,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85513,0.830182038594,true,eu,0.5,0.909759618462,0.774874545455,train
0.77775,0.674702448461,label,eu,0.5,0.571651134543,0.861146776773,train
0.80575,0.758962652866,true,eu,0.5,0.861341837347,0.696890909091,test
acc,f1,label,method,pct_missing,prec,rec,split
0.85703,0.832179201962,true,eu,0.5,0.914021475476,0.774107272727,train
0.77788,0.671671565138,label,eu,0.5,0.568684211713,0.856935370435,train
0.8092,0.765194836506,true,eu,0.5,0.86856147443,0.6994,test
acc,f1,label,method,pct_missing,prec,rec,split
0.69442,0.569298118924,true,wu,0.5,0.954894235476,0.446985454545,train
0.82444,0.62277299132,label,wu,0.5,0.714349507686,0.578584176212,train
0.6634,0.508880195846,true,wu,0.5,0.927730046053,0.394545454545,test
acc,f1,label,method,pct_missing,prec,rec,split
0.69442,0.569298118924,true,wu,0.5,0.954894235476,0.446985454545,train
0.82444,0.62277299132,label,wu,0.5,0.714349507686,0.578584176212,train
0.6634,0.508880195846,true,wu,0.5,0.927730046053,0.394545454545,test
0.85876,0.847583214442,true,wu,0.5,0.840702289715,0.8566,train
