epoch,acc,loss,val_acc,val_loss
0,0.48171414852752881,0.76942145828248287,0.81100000000000005,0.59248449840545658
1,0.46493511694969564,0.73844891883974773,0.81969999999999998,0.56153825931549073
2,0.46261214354373598,0.73030353845292584,0.8145,0.55616051654815679
3,0.46345322012175583,0.72700376101542419,0.82550000000000001,0.53218792986869812
4,0.46673742390259532,0.71665809628903121,0.82579999999999998,0.52351225609779362
5,0.46603652675424545,0.71254044373957481,0.83069999999999999,0.51792743525505069
6,0.46964114066004486,0.71125169248773434,0.82289999999999996,0.52851933822631836
7,0.46823934636334508,0.70758299193906316,0.82899999999999996,0.5153331842422485
8,0.47010173021467477,0.70470901694445987,0.82899999999999996,0.51373805527687078
9,0.4712632169176546,0.70150793282430324,0.82899999999999996,0.50697610359191891
10,0.4704421659724447,0.69991554273546064,0.82930000000000004,0.51133500967025758
11,0.47178388337071453,0.69642193590131796,0.8246,0.52214964122772212
12,0.47378644665171421,0.69249894152234592,0.83750000000000002,0.48948362827301023
13,0.47512816404998398,0.6920858855546953,0.83099999999999996,0.51325099024772647
14,0.47592918936238388,0.69015332102508198,0.83860000000000001,0.48909144220352174
15,0.47663008651073374,0.68844675314957349,0.83940000000000003,0.48903193626403807
16,0.47767141941685359,0.68396655274140306,0.84060000000000001,0.48464365119934083
17,0.4768703941044537,0.68388184367445404,0.83540000000000003,0.48871653571128842
18,0.47833226529958345,0.67886208521559699,0.83599999999999997,0.49439308695793149
19,0.47941364947132331,0.67890868351956812,0.84209999999999996,0.47441143488883974
20,0.47897308554950335,0.68201802289474478,0.84199999999999997,0.48025304746627806
21,0.47845241909644343,0.67765606435129788,0.84460000000000002,0.47772494549751282
22,0.48017462351810319,0.67825129441976628,0.84160000000000001,0.47637478008270262
23,0.48217718679910287,0.67368196253209722,0.8448,0.46489437866210936
24,0.47869272669016338,0.67725069625604539,0.84199999999999997,0.47459540734291078
25,0.48183675104133289,0.67379214325534809,0.83799999999999997,0.50218868036270137
26,0.47887295738545338,0.67161253254140885,0.84040000000000004,0.4748727609157562
27,0.48492069849407243,0.66559326209459735,0.84230000000000005,0.46704906005859376
28,0.48171659724447291,0.66758482435581512,0.84670000000000001,0.47101876339912413
29,0.48506087792374242,0.66362077358707872,0.84989999999999999,0.45735072422027589
30,0.48570169817366227,0.66459436274919326,0.8478,0.47011012258529661
31,0.48309836590836269,0.66505634326348129,0.84609999999999996,0.46911622128486635
32,0.48670297981416211,0.66499023279369129,0.84619999999999995,0.46545488548278807
33,0.48480054469721245,0.66569986063790065,0.84530000000000005,0.46852007083892822
34,0.48508090355655237,0.66079546476319528,0.8498,0.45231333570480348
35,0.48622236462672219,0.65995554066896056,0.84919999999999995,0.46822703752517703
36,0.48642262095482219,0.65957686732839749,0.84689999999999999,0.4679917726993561
37,0.48854533803268185,0.65333173791401966,0.84819999999999995,0.4590347152709961
38,0.48572172380647227,0.66060878114416144,0.8508,0.46148604679107669
39,0.48980695289971166,0.65107287603553687,0.84830000000000005,0.46497952079772947
40,0.487483979493752,0.6525335800414741,0.84670000000000001,0.45681759481430051
41,0.48782441525152193,0.65671777400554887,0.84770000000000001,0.45732822718620303
42,0.48868551746235184,0.65515163018511713,0.84830000000000005,0.45941991510391234
43,0.48916613264979175,0.65495274346518773,0.85029999999999994,0.45311165671348574
44,0.48808474847805189,0.65553331772359047,0.84589999999999999,0.473539603805542
45,0.48952659404037169,0.65169099558625831,0.84640000000000004,0.46242744183540346
46,0.49010733739186157,0.65212457682680758,0.85150000000000003,0.46405775709152219
47,0.48990708106376163,0.65194934688673234,0.85199999999999998,0.4488442681789398
48,0.49046779878244151,0.64984432591417207,0.8518,0.44629029669761655
49,0.48916613264979175,0.65081212368579833,0.8518,0.44803942651748657
