%missing,AUC,Accuracy,F1-score,classifier,w_unlabelled
0.2,0.944349914923,0.945,0.942105263158,clsdep_mlp,1.0
0.4,0.86940746672,0.8675,0.872289156627,mlp,0.1
0.4,0.866705034531,0.8675,0.860158311346,hardb_mlp,0.1
0.4,0.866830147132,0.865,0.869565217391,clsdep_mlp,0.1
0.4,0.927960164148,0.9275,0.926582278481,mlp,0.2
0.4,0.901886698028,0.9025,0.897637795276,hardb_mlp,0.2
0.4,0.886247622861,0.885,0.886699507389,clsdep_mlp,0.2
0.4,0.952232008808,0.9525,0.950649350649,mlp,0.3
0.4,0.927960164148,0.9275,0.926582278481,hardb_mlp,0.3
0.4,0.888549694725,0.89,0.881081081081,clsdep_mlp,0.3
0.4,0.908267440697,0.91,0.901639344262,mlp,0.4
0.4,0.846837153438,0.8475,0.839895013123,hardb_mlp,0.4
0.4,0.880192172956,0.88,0.877551020408,clsdep_mlp,0.4
0.4,0.861700530477,0.8625,0.854881266491,mlp,0.5
0.4,0.9011109999,0.9,0.90099009901,hardb_mlp,0.5
0.4,0.905690121109,0.9075,0.898630136986,clsdep_mlp,0.5
0.4,0.897958162346,0.9,0.889502762431,mlp,0.6
0.4,0.853668301471,0.855,0.844086021505,hardb_mlp,0.6
0.4,0.884921429286,0.8875,0.87323943662,clsdep_mlp,0.6
0.4,0.854118706836,0.855,0.846560846561,mlp,0.7
0.4,0.863952557302,0.8625,0.865525672372,hardb_mlp,0.7
0.4,0.847612851566,0.85,0.832402234637,clsdep_mlp,0.7
0.4,0.887498748874,0.89,0.876404494382,mlp,0.8
0.4,0.849864878391,0.85,0.845360824742,hardb_mlp,0.8
0.4,0.828220398359,0.8325,0.798798798799,clsdep_mlp,0.8
0.4,0.8638274447,0.865,0.855614973262,mlp,0.9
0.4,0.858522670403,0.86,0.848648648649,hardb_mlp,0.9
0.4,0.81062956661,0.815,0.777108433735,clsdep_mlp,0.9
0.4,0.884771294165,0.8875,0.872521246459,mlp,1.0
0.4,0.852442197978,0.8525,0.848329048843,hardb_mlp,1.0
0.4,0.887348613752,0.89,0.875706214689,clsdep_mlp,1.0
1.0,0.5,0.515,0.0,mlp,0.1
1.0,0.5,0.515,0.0,hardb_mlp,0.1
1.0,0.5,0.515,0.0,clsdep_mlp,0.1
1.0,0.5,0.515,0.0,mlp,0.2
1.0,0.5,0.515,0.0,hardb_mlp,0.2
1.0,0.5,0.515,0.0,clsdep_mlp,0.2
1.0,0.5,0.515,0.0,mlp,0.3
1.0,0.5,0.515,0.0,hardb_mlp,0.3
1.0,0.5,0.515,0.0,clsdep_mlp,0.3
1.0,0.5,0.515,0.0,mlp,0.4
1.0,0.5,0.515,0.0,hardb_mlp,0.4
1.0,0.5,0.515,0.0,clsdep_mlp,0.4
1.0,0.5,0.515,0.0,mlp,0.5
1.0,0.5,0.515,0.0,hardb_mlp,0.5
1.0,0.5,0.515,0.0,clsdep_mlp,0.5
1.0,0.5,0.515,0.0,mlp,0.6
1.0,0.5,0.515,0.0,hardb_mlp,0.6
1.0,0.5,0.515,0.0,clsdep_mlp,0.6
1.0,0.5,0.515,0.0,mlp,0.7
1.0,0.5,0.515,0.0,hardb_mlp,0.7
1.0,0.5,0.515,0.0,clsdep_mlp,0.7
1.0,0.5,0.515,0.0,mlp,0.8
1.0,0.5,0.515,0.0,hardb_mlp,0.8
1.0,0.5,0.515,0.0,clsdep_mlp,0.8
1.0,0.5,0.515,0.0,mlp,0.9
1.0,0.5,0.515,0.0,hardb_mlp,0.9
1.0,0.5,0.515,0.0,clsdep_mlp,0.9
1.0,0.5,0.515,0.0,mlp,1.0
1.0,0.5,0.515,0.0,hardb_mlp,1.0
1.0,0.5,0.515,0.0,clsdep_mlp,1.0
0.8,0.847762986688,0.85,0.833333333333,mlp,0.1
0.8,0.866229606646,0.865,0.866995073892,hardb_mlp,0.1
0.8,0.842608347513,0.845,0.826815642458,clsdep_mlp,0.1
0.8,0.840031027925,0.8425,0.823529411765,mlp,0.2
0.8,0.790811730558,0.785,0.816239316239,hardb_mlp,0.2
0.8,0.852917625863,0.855,0.839779005525,clsdep_mlp,0.2
0.8,0.837453708338,0.84,0.820224719101,mlp,0.3
0.8,0.920078070263,0.92,0.917948717949,hardb_mlp,0.3
0.8,0.840031027925,0.8425,0.823529411765,clsdep_mlp,0.3
0.8,0.847762986688,0.85,0.833333333333,mlp,0.4
0.8,0.853493143829,0.8525,0.853598014888,hardb_mlp,0.4
0.8,0.854594134721,0.8575,0.837606837607,clsdep_mlp,0.4
0.8,0.85914823341,0.8625,0.840579710145,mlp,0.5
0.8,0.783530177159,0.7775,0.811040339703,hardb_mlp,0.5
0.8,0.84230807727,0.845,0.824858757062,clsdep_mlp,0.5
0.8,0.84883895506,0.8525,0.826979472141,mlp,0.6
0.8,0.855770193174,0.855,0.855,hardb_mlp,0.6
0.8,0.84883895506,0.8525,0.826979472141,clsdep_mlp,0.6
0.8,0.81062956661,0.815,0.777108433735,mlp,0.7
0.8,0.858822940647,0.86,0.850267379679,hardb_mlp,0.7
0.8,0.784405965369,0.79,0.73417721519,clsdep_mlp,0.7
0.8,0.595661094985,0.6075,0.331914893617,mlp,0.8
0.8,0.921604444,0.9225,0.917771883289,hardb_mlp,0.8
0.8,0.743018716845,0.75,0.664429530201,clsdep_mlp,0.8
0.8,0.685567010309,0.695,0.541353383459,mlp,0.9
0.8,0.851841657492,0.8525,0.845144356955,hardb_mlp,0.9
0.8,0.680412371134,0.69,0.530303030303,clsdep_mlp,0.9
0.8,0.582474226804,0.595,0.283185840708,mlp,1.0
0.8,0.8451856671,0.8475,0.83008356546,hardb_mlp,1.0
0.8,0.5,0.515,0.0,clsdep_mlp,1.0
0.6,0.930537483735,0.93,0.929292929293,mlp,0.1
0.6,0.798093283956,0.7925,0.821505376344,hardb_mlp,0.1
0.6,0.952232008808,0.9525,0.950649350649,clsdep_mlp,0.1
0.6,0.863377039335,0.865,0.853260869565,mlp,0.2
0.6,0.928110299269,0.9275,0.926952141058,hardb_mlp,0.2
0.6,0.861250125113,0.8625,0.85254691689,clsdep_mlp,0.2
0.6,0.941622460214,0.9425,0.93899204244,mlp,0.3
0.6,0.925232709438,0.925,0.923469387755,hardb_mlp,0.3
0.6,0.882193974577,0.885,0.869318181818,clsdep_mlp,0.3
0.6,0.869757782004,0.8725,0.85552407932,mlp,0.4
0.6,0.860949854869,0.8625,0.850948509485,hardb_mlp,0.4
0.6,0.847762986688,0.85,0.833333333333,clsdep_mlp,0.4
0.6,0.850190171154,0.8525,0.8356545961,mlp,0.5
0.6,0.959813832449,0.96,0.958549222798,hardb_mlp,0.5
0.6,0.847612851566,0.85,0.832402234637,clsdep_mlp,0.5
0.6,0.851866680012,0.855,0.833333333333,mlp,0.6
0.6,0.918251426284,0.9175,0.917293233083,hardb_mlp,0.6
0.6,0.818511660494,0.8225,0.789317507418,clsdep_mlp,0.6
0.6,0.802597337604,0.8075,0.763076923077,mlp,0.7
0.6,0.927960164148,0.9275,0.926582278481,hardb_mlp,0.7
0.6,0.840656590932,0.845,0.813253012048,clsdep_mlp,0.7
0.6,0.822465218697,0.8275,0.786377708978,mlp,0.8
0.6,0.851241117005,0.8525,0.8418230563,hardb_mlp,0.8
0.6,0.802447202482,0.8075,0.761609907121,clsdep_mlp,0.8
0.6,0.773646281653,0.78,0.712418300654,mlp,0.9
0.6,0.893979581623,0.8925,0.894865525672,hardb_mlp,0.9
0.6,0.714367931138,0.7225,0.60777385159,clsdep_mlp,0.9
0.6,0.758032229006,0.765,0.684563758389,mlp,1.0
0.6,0.942523270944,0.9425,0.94087403599,hardb_mlp,1.0
0.6,0.824892403163,0.83,0.788819875776,clsdep_mlp,1.0
0.3,0.95238214393,0.9525,0.950904392765,mlp,0.1
0.3,0.851241117005,0.8525,0.8418230563,hardb_mlp,0.1
0.3,0.809778800921,0.805,0.828193832599,clsdep_mlp,0.1
0.3,0.952081873686,0.9525,0.950391644909,mlp,0.2
0.3,0.888524672205,0.8875,0.888337468983,hardb_mlp,0.2
0.3,0.87683915524,0.875,0.87922705314,clsdep_mlp,0.2
0.3,0.939945951356,0.94,0.938144329897,mlp,0.3
0.3,0.939945951356,0.94,0.938144329897,hardb_mlp,0.3
0.3,0.87683915524,0.875,0.87922705314,clsdep_mlp,0.3
0.3,0.87411170053,0.8725,0.875912408759,mlp,0.4
0.3,0.932664397958,0.9325,0.93094629156,hardb_mlp,0.4
0.3,0.855795215694,0.8575,0.844686648501,clsdep_mlp,0.4
0.3,0.926909218296,0.9275,0.923884514436,mlp,0.5
0.3,0.936768091282,0.9375,0.934036939314,hardb_mlp,0.5
0.3,0.920228205385,0.92,0.918367346939,clsdep_mlp,0.5
0.3,0.949354418977,0.95,0.947368421053,mlp,0.6
0.3,0.952081873686,0.9525,0.950391644909,hardb_mlp,0.6
0.3,0.944199779802,0.945,0.941798941799,clsdep_mlp,0.6
0.3,0.944199779802,0.945,0.941798941799,mlp,0.7
0.3,0.853668301471,0.855,0.844086021505,hardb_mlp,0.7
0.3,0.944199779802,0.945,0.941798941799,clsdep_mlp,0.7
0.3,0.946777099389,0.9475,0.944591029024,mlp,0.8
0.3,0.94965468922,0.95,0.947916666667,hardb_mlp,0.8
0.3,0.861725552998,0.865,0.843930635838,clsdep_mlp,0.8
0.3,0.890526473826,0.8925,0.881542699725,mlp,0.9
0.3,0.876689020118,0.875,0.878640776699,hardb_mlp,0.9
0.3,0.836853167851,0.84,0.816091954023,clsdep_mlp,0.9
0.3,0.828670803723,0.8325,0.802359882006,mlp,1.0
0.3,0.848513662296,0.85,0.837837837838,hardb_mlp,1.0
0.3,0.946626964268,0.9475,0.944297082228,clsdep_mlp,1.0
0.1,0.932964668201,0.9325,0.93164556962,mlp,0.1
0.1,0.87503753378,0.875,0.871794871795,hardb_mlp,0.1
0.1,0.87683915524,0.875,0.87922705314,clsdep_mlp,0.1
0.1,0.873661295166,0.8725,0.874074074074,mlp,0.2
0.1,0.949204283855,0.95,0.94708994709,hardb_mlp,0.2
0.1,0.873361024922,0.8725,0.872817955112,clsdep_mlp,0.2
0.1,0.956936242618,0.9575,0.955380577428,mlp,0.3
0.1,0.887623861475,0.8875,0.884910485934,hardb_mlp,0.3
0.1,0.862150935842,0.8625,0.857142857143,clsdep_mlp,0.3
0.1,0.946777099389,0.9475,0.944591029024,mlp,0.4
0.1,0.956936242618,0.9575,0.955380577428,hardb_mlp,0.4
0.1,0.868681813632,0.87,0.860215053763,clsdep_mlp,0.4
0.1,0.959513562206,0.96,0.958115183246,mlp,0.5
0.1,0.952081873686,0.9525,0.950391644909,hardb_mlp,0.5
0.1,0.959513562206,0.96,0.958115183246,clsdep_mlp,0.5
0.1,0.868056250626,0.8675,0.866498740554,mlp,0.6
0.1,0.860949854869,0.8625,0.850948509485,hardb_mlp,0.6
0.1,0.959513562206,0.96,0.958115183246,clsdep_mlp,0.6
0.1,0.877164448003,0.8775,0.872727272727,mlp,0.7
0.1,0.946777099389,0.9475,0.944591029024,hardb_mlp,0.7
0.1,0.954358923031,0.955,0.952631578947,clsdep_mlp,0.7
0.1,0.959513562206,0.96,0.958115183246,mlp,0.8
0.1,0.949354418977,0.95,0.947368421053,hardb_mlp,0.8
0.1,0.949354418977,0.95,0.947368421053,clsdep_mlp,0.8
0.1,0.880492443199,0.88,0.878787878788,mlp,0.9
0.1,0.956936242618,0.9575,0.955380577428,hardb_mlp,0.9
0.1,0.951781603443,0.9525,0.949868073879,clsdep_mlp,0.9
0.1,0.951931738565,0.9525,0.950131233596,mlp,1.0
0.1,0.949504554099,0.95,0.947643979058,hardb_mlp,1.0
0.1,0.878991091983,0.88,0.872340425532,clsdep_mlp,1.0
0.9,0.849864878391,0.85,0.845360824742,mlp,0.1
0.9,0.679161245121,0.67,0.743190661479,hardb_mlp,0.1
0.9,0.850490441397,0.8525,0.837465564738,clsdep_mlp,0.1
0.9,0.792137924132,0.7975,0.746081504702,mlp,0.2
0.9,0.5,0.485,0.653198653199,hardb_mlp,0.2
0.9,0.771369232309,0.7775,0.711974110032,clsdep_mlp,0.2
0.9,0.766214593134,0.7725,0.703583061889,mlp,0.3
0.9,0.5,0.485,0.653198653199,hardb_mlp,0.3
0.9,0.797292563307,0.8025,0.753894080997,clsdep_mlp,0.3
0.9,0.758332499249,0.765,0.688741721854,mlp,0.4
0.9,0.737713942548,0.73,0.781376518219,hardb_mlp,0.4
0.9,0.743018716845,0.75,0.664429530201,clsdep_mlp,0.4
0.9,0.755905314783,0.7625,0.686468646865,mlp,0.5
0.9,0.855319787809,0.855,0.852791878173,hardb_mlp,0.5
0.9,0.794565108598,0.8,0.748427672956,clsdep_mlp,0.5
0.9,0.73786407767,0.745,0.655405405405,mlp,0.6
0.9,0.769117205485,0.7625,0.801670146138,hardb_mlp,0.6
0.9,0.786833149835,0.7925,0.736507936508,clsdep_mlp,0.6
0.9,0.727554799319,0.735,0.63698630137,mlp,0.7
0.9,0.852742468221,0.8525,0.849872773537,hardb_mlp,0.7
0.9,0.786833149835,0.7925,0.736507936508,clsdep_mlp,0.7
0.9,0.693749374437,0.7025,0.567272727273,mlp,0.8
0.9,0.739990991893,0.7325,0.782077393075,hardb_mlp,0.8
0.9,0.608397557802,0.62,0.361344537815,clsdep_mlp,0.8
0.9,0.719822840557,0.7275,0.622837370242,mlp,0.9
0.9,0.835902312081,0.835,0.835820895522,hardb_mlp,0.9
0.9,0.593233910519,0.605,0.330508474576,clsdep_mlp,0.9
0.9,0.649934941447,0.66,0.472868217054,mlp,1.0
0.9,0.872335101591,0.875,0.858757062147,hardb_mlp,1.0
0.9,0.634170753678,0.645,0.427419354839,clsdep_mlp,1.0
0.7,0.753528175358,0.75,0.771689497717,mlp,0.1
0.7,0.883995596036,0.885,0.877659574468,hardb_mlp,0.1
0.7,0.888849964968,0.89,0.882352941176,clsdep_mlp,0.1
0.7,0.857146431789,0.8575,0.851948051948,mlp,0.2
0.7,0.814633169853,0.81,0.83185840708,hardb_mlp,0.2
0.7,0.849714743269,0.85,0.844559585492,clsdep_mlp,0.2
0.7,0.856696026424,0.8575,0.849604221636,mlp,0.3
0.7,0.800070063057,0.795,0.82096069869,hardb_mlp,0.3
0.7,0.885972375138,0.8875,0.878048780488,clsdep_mlp,0.3
0.7,0.855795215694,0.8575,0.844686648501,mlp,0.4
0.7,0.857446702032,0.8575,0.853470437018,hardb_mlp,0.4
0.7,0.856545891302,0.8575,0.848806366048,clsdep_mlp,0.4
0.7,0.885071564408,0.8875,0.873949579832,mlp,0.5
0.7,0.847437693925,0.8475,0.843187660668,hardb_mlp,0.5
0.7,0.855494945451,0.8575,0.842975206612,clsdep_mlp,0.5
0.7,0.831998798919,0.835,0.811428571429,mlp,0.6
0.7,0.826343709338,0.825,0.828431372549,hardb_mlp,0.6
0.7,0.847762986688,0.85,0.833333333333,clsdep_mlp,0.6
0.7,0.843534180763,0.8475,0.818991097923,mlp,0.7
0.7,0.864553097788,0.8625,0.868105515588,hardb_mlp,0.7
0.7,0.843384045641,0.8475,0.817910447761,clsdep_mlp,0.7
0.7,0.827920128115,0.8325,0.796352583587,mlp,0.8
0.7,0.88900010009,0.89,0.882978723404,hardb_mlp,0.8
0.7,0.808352517266,0.8125,0.776119402985,clsdep_mlp,0.8
0.7,0.75560504454,0.7625,0.682274247492,mlp,0.9
0.7,0.884145731158,0.885,0.878306878307,hardb_mlp,0.9
0.7,0.747873085777,0.755,0.668918918919,clsdep_mlp,0.9
0.7,0.716795115604,0.725,0.609929078014,mlp,1.0
0.7,0.849864878391,0.85,0.845360824742,hardb_mlp,1.0
0.7,0.796692022821,0.8025,0.747603833866,clsdep_mlp,1.0
%missing,AUC,Accuracy,F1-score,classifier,w_unlabelled
0.0,0.949804824342,0.95,0.948186528497,mlp,0.1
0.0,0.867305575018,0.8675,0.863049095607,hardb_mlp,0.1
0.0,0.952232008808,0.9525,0.950649350649,clsdep_mlp,0.1
0.0,0.942373135822,0.9425,0.940568475452,mlp,0.2
0.0,0.946927234511,0.9475,0.944881889764,hardb_mlp,0.2
0.0,0.952081873686,0.9525,0.950391644909,clsdep_mlp,0.2
0.0,0.952081873686,0.9525,0.950391644909,mlp,0.3
0.0,0.949504554099,0.95,0.947643979058,hardb_mlp,0.3
0.0,0.957236512862,0.9575,0.955844155844,clsdep_mlp,0.3
0.0,0.871534380943,0.87,0.873170731707,mlp,0.4
0.0,0.886873185867,0.8875,0.88188976378,hardb_mlp,0.4
0.0,0.957236512862,0.9575,0.955844155844,clsdep_mlp,0.4
0.0,0.870633570213,0.87,0.869346733668,mlp,0.5
0.0,0.952081873686,0.9525,0.950391644909,hardb_mlp,0.5
0.0,0.946927234511,0.9475,0.944881889764,clsdep_mlp,0.5
0.0,0.952081873686,0.9525,0.950391644909,mlp,0.6
0.0,0.959663697328,0.96,0.958333333333,hardb_mlp,0.6
0.0,0.872610349314,0.8725,0.869565217391,clsdep_mlp,0.6
0.0,0.849414473026,0.85,0.842931937173,mlp,0.7
0.0,0.949354418977,0.95,0.947368421053,hardb_mlp,0.7
0.0,0.952081873686,0.9525,0.950391644909,clsdep_mlp,0.7
0.0,0.949354418977,0.95,0.947368421053,mlp,0.8
0.0,0.855945350816,0.8575,0.845528455285,hardb_mlp,0.8
0.0,0.959663697328,0.96,0.958333333333,clsdep_mlp,0.8
0.0,0.949354418977,0.95,0.947368421053,mlp,0.9
0.0,0.946777099389,0.9475,0.944591029024,hardb_mlp,0.9
0.0,0.870483435092,0.87,0.868686868687,clsdep_mlp,0.9
0.0,0.856095485937,0.8575,0.846361185984,mlp,1.0
0.0,0.957236512862,0.9575,0.955844155844,hardb_mlp,1.0
0.0,0.951931738565,0.9525,0.950131233596,clsdep_mlp,1.0
0.5,0.804624161746,0.8,0.823008849558,mlp,0.1
0.5,0.930537483735,0.93,0.929292929293,hardb_mlp,0.1
0.5,0.814633169853,0.81,0.83185840708,clsdep_mlp,0.1
0.5,0.93751876689,0.9375,0.935732647815,mlp,0.2
0.5,0.798093283956,0.7925,0.821505376344,hardb_mlp,0.2
0.5,0.937068361525,0.9375,0.934725848564,clsdep_mlp,0.2
0.5,0.941772595336,0.9425,0.939313984169,mlp,0.3
0.5,0.941772595336,0.9425,0.939313984169,hardb_mlp,0.3
0.5,0.941772595336,0.9425,0.939313984169,clsdep_mlp,0.3
0.5,0.856570913822,0.86,0.837209302326,mlp,0.4
0.5,0.910819737764,0.91,0.91,hardb_mlp,0.4
0.5,0.87125913322,0.8725,0.86327077748,clsdep_mlp,0.4
0.5,0.93374036633,0.935,0.930107526882,mlp,0.5
0.5,0.86290161145,0.8625,0.860759493671,hardb_mlp,0.5
0.5,0.86657992193,0.87,0.848837209302,clsdep_mlp,0.5
0.5,0.852016815134,0.855,0.834285714286,mlp,0.6
0.5,0.941772595336,0.9425,0.939313984169,hardb_mlp,0.6
0.5,0.828820938845,0.8325,0.803519061584,clsdep_mlp,0.6
0.5,0.840656590932,0.845,0.813253012048,mlp,0.7
0.5,0.944500050045,0.945,0.942408376963,hardb_mlp,0.7
0.5,0.835501951757,0.84,0.806060606061,clsdep_mlp,0.7
0.5,0.85354318887,0.8575,0.830860534125,mlp,0.8
0.5,0.93934541087,0.94,0.936842105263,hardb_mlp,0.8
0.5,0.792588329497,0.7975,0.750769230769,clsdep_mlp,0.8
0.5,0.784405965369,0.79,0.73417721519,mlp,0.9
0.5,0.867155439896,0.8675,0.862337662338,hardb_mlp,0.9
0.5,0.830347312581,0.835,0.798780487805,clsdep_mlp,0.9
0.5,0.820038034231,0.825,0.783950617284,mlp,1.0
0.5,0.946927234511,0.9475,0.944881889764,hardb_mlp,1.0
0.5,0.804874386948,0.81,0.76397515528,clsdep_mlp,1.0
0.2,0.930537483735,0.93,0.929292929293,mlp,0.1
0.2,0.85351816635,0.855,0.843243243243,hardb_mlp,0.1
0.2,0.804323891502,0.8,0.821428571429,clsdep_mlp,0.1
0.2,0.951931738565,0.9525,0.950131233596,mlp,0.2
0.2,0.946777099389,0.9475,0.944591029024,hardb_mlp,0.2
0.2,0.87683915524,0.875,0.87922705314,clsdep_mlp,0.2
0.2,0.935692122911,0.935,0.934673366834,mlp,0.3
0.2,0.893253928536,0.895,0.885245901639,hardb_mlp,0.3
0.2,0.864578120308,0.865,0.859375,clsdep_mlp,0.3
0.2,0.863977579822,0.865,0.856382978723,mlp,0.4
0.2,0.954659193274,0.955,0.953125,hardb_mlp,0.4
0.2,0.95708637774,0.9575,0.955613577023,clsdep_mlp,0.4
0.2,0.865954358923,0.8675,0.856368563686,mlp,0.5
0.2,0.954659193274,0.955,0.953125,hardb_mlp,0.5
0.2,0.949504554099,0.95,0.947643979058,clsdep_mlp,0.5
0.2,0.946777099389,0.9475,0.944591029024,mlp,0.6
0.2,0.863677309579,0.865,0.854838709677,hardb_mlp,0.6
0.2,0.946777099389,0.9475,0.944591029024,clsdep_mlp,0.6
0.2,0.941772595336,0.9425,0.939313984169,mlp,0.7
0.2,0.863677309579,0.865,0.854838709677,hardb_mlp,0.7
0.2,0.873536182564,0.875,0.864864864865,clsdep_mlp,0.7
0.2,0.850340306276,0.8525,0.836565096953,mlp,0.8
0.2,0.946777099389,0.9475,0.944591029024,hardb_mlp,0.8
0.2,0.860649584626,0.8625,0.849315068493,clsdep_mlp,0.8
0.2,0.859898909018,0.8625,0.845070422535,mlp,0.9
0.2,0.944349914923,0.945,0.942105263158,hardb_mlp,0.9
0.2,0.862175958363,0.865,0.846590909091,clsdep_mlp,0.9
0.2,0.852917625863,0.855,0.839779005525,mlp,1.0
0.2,0.865954358923,0.8675,0.856368563686,hardb_mlp,1.0
0.2,0.884471023922,0.8875,0.87106017192,clsdep_mlp,1.0
0.4,0.911120008007,0.91,0.910891089109,mlp,0.1
0.4,0.805374837354,0.8,0.82683982684,hardb_mlp,0.1
0.4,0.814633169853,0.81,0.83185840708,clsdep_mlp,0.1
0.4,0.920378340506,0.92,0.918781725888,mlp,0.2
0.4,0.883670303273,0.8825,0.883950617284,hardb_mlp,0.2
0.4,0.962391152037,0.9625,0.961240310078,clsdep_mlp,0.2
0.4,0.847437693925,0.8475,0.843187660668,mlp,0.3
0.4,0.957386647983,0.9575,0.956072351421,hardb_mlp,0.3
0.4,0.856395756181,0.8575,0.848,clsdep_mlp,0.3
0.4,0.863527174457,0.865,0.854054054054,mlp,0.4
0.4,0.957386647983,0.9575,0.956072351421,hardb_mlp,0.4
0.4,0.854719247323,0.855,0.849740932642,clsdep_mlp,0.4
0.4,0.853217896106,0.855,0.841530054645,mlp,0.5
0.4,0.853668301471,0.855,0.844086021505,hardb_mlp,0.5
0.4,0.854569112201,0.855,0.848958333333,clsdep_mlp,0.5
0.4,0.903112801521,0.905,0.895604395604,mlp,0.6
0.4,0.87411170053,0.8725,0.875912408759,hardb_mlp,0.6
0.4,0.934040636573,0.935,0.93085106383,clsdep_mlp,0.6
0.4,0.882193974577,0.885,0.869318181818,mlp,0.7
0.4,0.909768791913,0.91,0.906735751295,hardb_mlp,0.7
0.4,0.902812531278,0.905,0.894444444444,clsdep_mlp,0.7
0.4,0.895080572515,0.8975,0.885154061625,mlp,0.8
0.4,0.886723050746,0.8875,0.881266490765,hardb_mlp,0.8
0.4,0.813206886198,0.8175,0.780780780781,clsdep_mlp,0.8
0.4,0.81062956661,0.815,0.777108433735,mlp,0.9
0.4,0.869107196477,0.8675,0.87104622871,hardb_mlp,0.9
0.4,0.813206886198,0.8175,0.780780780781,clsdep_mlp,0.9
0.4,0.88249424482,0.885,0.870786516854,mlp,1.0
0.4,0.854869382444,0.855,0.850515463918,hardb_mlp,1.0
0.4,0.887348613752,0.89,0.875706214689,clsdep_mlp,1.0
1.0,0.5,0.515,0.0,mlp,0.1
1.0,0.5,0.515,0.0,hardb_mlp,0.1
1.0,0.5,0.515,0.0,clsdep_mlp,0.1
1.0,0.5,0.515,0.0,mlp,0.2
1.0,0.5,0.515,0.0,hardb_mlp,0.2
1.0,0.5,0.515,0.0,clsdep_mlp,0.2
1.0,0.5,0.515,0.0,mlp,0.3
1.0,0.5,0.515,0.0,hardb_mlp,0.3
1.0,0.5,0.515,0.0,clsdep_mlp,0.3
1.0,0.5,0.515,0.0,mlp,0.4
1.0,0.5,0.515,0.0,hardb_mlp,0.4
1.0,0.5,0.515,0.0,clsdep_mlp,0.4
1.0,0.5,0.515,0.0,mlp,0.5
1.0,0.5,0.515,0.0,hardb_mlp,0.5
1.0,0.5,0.515,0.0,clsdep_mlp,0.5
1.0,0.5,0.515,0.0,mlp,0.6
1.0,0.5,0.515,0.0,hardb_mlp,0.6
1.0,0.5,0.515,0.0,clsdep_mlp,0.6
1.0,0.5,0.515,0.0,mlp,0.7
1.0,0.5,0.515,0.0,hardb_mlp,0.7
1.0,0.5,0.515,0.0,clsdep_mlp,0.7
1.0,0.5,0.515,0.0,mlp,0.8
1.0,0.5,0.515,0.0,hardb_mlp,0.8
1.0,0.5,0.515,0.0,clsdep_mlp,0.8
1.0,0.5,0.515,0.0,mlp,0.9
1.0,0.5,0.515,0.0,hardb_mlp,0.9
1.0,0.5,0.515,0.0,clsdep_mlp,0.9
1.0,0.5,0.515,0.0,mlp,1.0
1.0,0.5,0.515,0.0,hardb_mlp,1.0
1.0,0.5,0.515,0.0,clsdep_mlp,1.0
0.8,0.858672805525,0.86,0.849462365591,mlp,0.1
0.8,0.783530177159,0.7775,0.811040339703,hardb_mlp,0.1
0.8,0.854118706836,0.855,0.846560846561,clsdep_mlp,0.1
0.8,0.847762986688,0.85,0.833333333333,mlp,0.2
0.8,0.922204984486,0.9225,0.919480519481,hardb_mlp,0.2
0.8,0.83487638875,0.8375,0.816901408451,clsdep_mlp,0.2
0.8,0.837453708338,0.84,0.820224719101,mlp,0.3
0.8,0.5,0.485,0.653198653199,hardb_mlp,0.3
0.8,0.840031027925,0.8425,0.823529411765,clsdep_mlp,0.3
0.8,0.854594134721,0.8575,0.837606837607,mlp,0.4
0.8,0.89550595536,0.895,0.893939393939,hardb_mlp,0.4
0.8,0.864152737464,0.8675,0.846376811594,clsdep_mlp,0.4
0.8,0.846261635472,0.85,0.823529411765,mlp,0.5
0.8,0.849414473026,0.85,0.842931937173,hardb_mlp,0.5
0.8,0.842007807026,0.845,0.822857142857,clsdep_mlp,0.5
0.8,0.85914823341,0.8625,0.840579710145,mlp,0.6
0.8,0.783530177159,0.7775,0.811040339703,hardb_mlp,0.6
0.8,0.80502452207,0.81,0.765432098765,clsdep_mlp,0.6
0.8,0.797142428185,0.8025,0.752351097179,mlp,0.7
0.8,0.849414473026,0.85,0.842931937173,hardb_mlp,0.7
0.8,0.771369232309,0.7775,0.711974110032,clsdep_mlp,0.7
0.8,0.732409168251,0.74,0.641379310345,mlp,0.8
0.8,0.840031027925,0.8425,0.823529411765,hardb_mlp,0.8
0.8,0.704058652788,0.7125,0.587813620072,clsdep_mlp,0.8
0.8,0.716644980482,0.725,0.607142857143,mlp,0.9
0.8,0.849414473026,0.85,0.842931937173,hardb_mlp,0.9
0.8,0.688144329897,0.6975,0.546816479401,clsdep_mlp,0.9
0.8,0.646907216495,0.6575,0.454183266932,mlp,1.0
0.8,0.858347512761,0.8575,0.857855361596,hardb_mlp,1.0
0.8,0.574742268041,0.5875,0.260089686099,clsdep_mlp,1.0
0.6,0.964818336503,0.965,0.963730569948,mlp,0.1
0.6,0.927659893905,0.9275,0.925831202046,hardb_mlp,0.1
0.6,0.853017715944,0.85,0.860465116279,clsdep_mlp,0.1
0.6,0.855945350816,0.8575,0.845528455285,mlp,0.2
0.6,0.92538284456,0.925,0.92385786802,hardb_mlp,0.2
0.6,0.917650885797,0.9175,0.915601023018,clsdep_mlp,0.2
0.6,0.855945350816,0.8575,0.845528455285,mlp,0.3
