%missing,AUC,Accuracy,F1-score,classifier,weight_u
0.6000000000000001,0.8846153846153846,0.885,0.8899521531100478,hb_mlp,0.5
0.6000000000000001,0.7708333333333333,0.7625,0.7112462006079027,eu_mlp,0.5
0.7000000000000001,0.5048076923076923,0.485,0.01904761904761905,mlp,0.5
0.7000000000000001,0.8685897435897436,0.865,0.857142857142857,bw_mlp,0.5
0.7000000000000001,0.8417467948717948,0.8425,0.8503562945368172,wu_mlp,0.5
0.7000000000000001,0.8874198717948717,0.8875,0.8915662650602408,hb_mlp,0.5
0.7000000000000001,0.6394230769230769,0.625,0.4360902255639098,eu_mlp,0.5
0.8,0.5,0.48,0.0,mlp,0.5
0.8,0.8517628205128206,0.8475,0.8355795148247978,bw_mlp,0.5
0.8,0.8908253205128205,0.89,0.8916256157635468,wu_mlp,0.5
0.8,0.8219150641025641,0.8175,0.8021680216802167,hb_mlp,0.5
0.8,0.5,0.48,0.0,eu_mlp,0.5
0.9,0.5,0.48,0.0,mlp,0.5
0.9,0.8201121794871794,0.815,0.7955801104972374,bw_mlp,0.5
0.9,0.8615785256410257,0.86,0.8592964824120604,wu_mlp,0.5
0.9,0.8723958333333333,0.87,0.8666666666666666,hb_mlp,0.5
0.9,0.5072115384615384,0.4875,0.028436018957345974,eu_mlp,0.5
1.0,0.5,0.48,0.0,mlp,0.5
1.0,0.5,0.48,0.0,bw_mlp,0.5
1.0,0.5,0.48,0.0,wu_mlp,0.5
1.0,0.5,0.48,0.0,hb_mlp,0.5
1.0,0.5,0.48,0.0,eu_mlp,0.5
%missing,AUC,Accuracy,F1-score,classifier,weight_u
0.0,0.9164663461538461,0.915,0.9149999999999999,mlp,0.5
0.0,0.9164663461538461,0.915,0.9149999999999999,bw_mlp,0.5
0.0,0.8950320512820513,0.895,0.8985507246376813,wu_mlp,0.5
0.0,0.8976362179487178,0.8975,0.9007263922518159,hb_mlp,0.5
0.0,0.8922275641025641,0.8925,0.8968824940047961,eu_mlp,0.5
0.1,0.9092548076923077,0.9075,0.906801007556675,mlp,0.5
0.1,0.8990384615384616,0.8975,0.8972431077694237,bw_mlp,0.5
0.1,0.8920272435897436,0.8925,0.8973747016706445,wu_mlp,0.5
0.1,0.9056490384615384,0.905,0.9068627450980392,hb_mlp,0.5
0.1,0.9024439102564102,0.9025,0.9060240963855423,eu_mlp,0.5
0.2,0.8788060897435898,0.875,0.8670212765957447,mlp,0.5
0.2,0.9036458333333334,0.9025,0.9032258064516129,bw_mlp,0.5
0.2,0.8868189102564102,0.8875,0.8931116389548693,wu_mlp,0.5
0.2,0.8920272435897436,0.8925,0.8973747016706445,hb_mlp,0.5
0.2,0.8950320512820513,0.895,0.8985507246376813,eu_mlp,0.5
0.30000000000000004,0.8669871794871795,0.8625,0.8509485094850948,mlp,0.5
