%missing,AUC,Accuracy,F1-score,classifier,weight_u
0.4,0.9445000500450406,0.945,0.9424083769633509,hb_mlp,0.5
0.4,0.8642778500650586,0.865,0.8578947368421053,eu_mlp,0.5
0.5,0.6832899609648684,0.6925,0.5427509293680297,mlp,0.5
0.5,0.8186617956160545,0.8225,0.7905604719764011,bw_mlp,0.5
0.5,0.9202282053848465,0.92,0.9183673469387756,wu_mlp,0.5
0.5,0.9416224602141927,0.9425,0.9389920424403184,hb_mlp,0.5
0.5,0.889625663096787,0.8925,0.8774928774928774,eu_mlp,0.5
0.6000000000000001,0.5412371134020618,0.555,0.1523809523809524,mlp,0.5
0.6000000000000001,0.8647532779501551,0.8675,0.8498583569405099,bw_mlp,0.5
0.6000000000000001,0.8815684115704134,0.8825,0.8753315649867374,wu_mlp,0.5
0.6000000000000001,0.9338905014513061,0.935,0.93048128342246,hb_mlp,0.5
0.6000000000000001,0.8015463917525774,0.8075,0.7524115755627009,eu_mlp,0.5
0.7000000000000001,0.5,0.515,0.0,mlp,0.5
0.7000000000000001,0.8679311380242218,0.87,0.856353591160221,bw_mlp,0.5
0.7000000000000001,0.8451606445801221,0.845,0.8418367346938775,wu_mlp,0.5
0.7000000000000001,0.8829446501851667,0.885,0.8729281767955801,hb_mlp,0.5
0.7000000000000001,0.5463917525773196,0.56,0.16981132075471697,eu_mlp,0.5
0.8,0.5,0.515,0.0,mlp,0.5
0.8,0.8389800820738665,0.8425,0.8163265306122448,bw_mlp,0.5
0.8,0.899459513562206,0.9,0.8952879581151832,wu_mlp,0.5
0.8,0.8928035231708538,0.895,0.8833333333333333,hb_mlp,0.5
0.8,0.5,0.515,0.0,eu_mlp,0.5
0.9,0.5,0.515,0.0,mlp,0.5
