epoch,acc,loss,lr,val_acc,val_loss
0,0.89742717669654293,0.60632685805633946,0.0001,0.5,1.6438414125442504
1,0.89992190003204098,0.53384945580532295,0.0001,0.5,1.6170805124759675
2,0.89993191284844598,0.50617652669315039,0.0001,0.5,1.6301139670372009
3,0.89989186158282597,0.49439850209883029,0.0001,0.5,1.6579553560256959
4,0.89997196411406599,0.4837404258623218,0.0001,0.5,1.7198433342456818
5,0.89990187439923097,0.47431158108498872,0.0001,0.5,1.6350356450080872
6,0.90003204101249601,0.46977911815548584,0.0001,0.5,1.6323487166166306
7,0.89978172060237105,0.4665662896858504,0.0001,0.5,1.5862455091953278
8,0.89986182313361107,0.45977334300511469,0.0001,0.50004999999999999,1.6271151976585387
9,0.90017222044216594,0.45557978194480292,0.0001,0.5,1.667920415008068
10,0.89968159243832102,0.45179986292946916,0.0001,0.5,1.5910988139152527
11,0.89995193848125599,0.44654859456829593,0.0001,0.5,1.6348456387639045
12,0.89989186158282597,0.44200692206229664,0.0001,0.5,1.5053017411708831
13,0.89975168215315604,0.4385180244056967,0.0001,0.5,1.6829839308261871
14,0.90011214354373603,0.43343737225851847,0.0001,0.5,1.5686921261310578
15,0.89992190003204098,0.43030862406598036,0.0001,0.50004999999999999,1.5720135077714921
16,0.89981175905158606,0.42707187796739077,0.0001,0.50009999999999999,1.5598008681058884
17,0.900002002563281,0.42365959533053077,0.0001,0.5,1.5838358427762986
18,0.8995814642742711,0.42119698402630296,0.0001,0.5,1.5091602244973183
19,0.89968159243832102,0.41829947976873533,0.0001,0.5,1.5203836451292039
20,0.90005206664530601,0.41579065638755769,0.0001,0.5,1.4655606834411621
21,0.89970161807113103,0.41299257023294017,0.0001,0.5,1.5846371910810471
22,0.90026233578981096,0.40533679944798184,3.16228e-05,0.5,1.5369649987220764
23,0.89977170778596605,0.40481227611509968,3.16228e-05,0.5,1.4569395314335822
24,0.90004205382890101,0.40413865589323966,3.16228e-05,0.5,1.4799680344820023
25,0.8995614386414611,0.40419594504748424,3.16228e-05,0.5,1.4498905651926994
26,0.90011214354373603,0.39983126461668222,3.16228e-05,0.5,1.4698002913951873
27,0.89960148990708111,0.40136690824049398,3.16228e-05,0.5,1.4615156106233598
28,0.90038248958667089,0.39689582019079883,3.16228e-05,0.5,1.4568772423148155
29,0.89948133611022107,0.39982406178639129,3.16228e-05,0.5,1.4604474732041359
30,0.89978172060237105,0.39680832224333756,3.16228e-05,0.5,1.4671461856603623
31,0.89962151553989111,0.38772973600621025,3.16228e-05,0.50019999999999998,1.4273510627031327
32,0.89967157962191602,0.38631567827824864,3.16228e-05,0.50095000000000001,1.3761216462612151
33,0.89910084908683119,0.38477141690613254,3.16228e-05,0.50114999999999998,1.4004204660892487
34,0.89952138737584109,0.38620442003059446,3.16228e-05,0.50165000000000004,1.3807197646260261
35,0.89933114386414614,0.38247326692015421,3.16228e-05,0.50180000000000002,1.3834284093022347
36,0.89864025953220117,0.38571810919059768,3.16228e-05,0.50144999999999995,1.3703499488592148
37,0.89899070810637616,0.38216719668249943,3.16228e-05,0.50265000000000004,1.3453495789408685
38,0.89904077218840117,0.3821936874617296,3.16228e-05,0.50160000000000005,1.3679639252066613
39,0.89925104133290612,0.38072624279306089,3.16228e-05,0.50234999999999996,1.3572013014554978
40,0.89889057994232613,0.38113166129252957,3.16228e-05,0.50270000000000004,1.349549593448639
41,0.89886054149311123,0.38102379237868317,3.16228e-05,0.502,1.3519188370704651
42,0.89923101570009611,0.37970226628778075,3.16228e-05,0.50219999999999998,1.35121749022007
43,0.89870033643063119,0.37914115264987913,3.16228e-05,0.50249999999999995,1.3241154589653015
44,0.89883050304389622,0.377042969056751,3.16228e-05,0.50234999999999996,1.3650197516441345
45,0.89900072092278116,0.37633446283884364,3.16228e-05,0.50229999999999997,1.3800850914359093
46,0.89858018263377126,0.37674248691210188,3.16228e-05,0.50260000000000005,1.375369978427887
47,0.89853011855174625,0.37729619089627409,3.16228e-05,0.50244999999999995,1.3680583930969239
48,0.89888056712592113,0.37527362281830789,3.16228e-05,0.50275000000000003,1.3926232595324517
49,0.89853011855174625,0.37381836648783368,3.16228e-05,0.50365000000000004,1.3107790454864503
50,0.89881047741108622,0.37461800450737831,3.16228e-05,0.50429999999999997,1.3104948675990105
51,0.89881047741108622,0.37369848675584227,3.16228e-05,0.50290000000000001,1.3235974344968795
52,0.89806952899711634,0.37316636061752428,3.16228e-05,0.50409999999999999,1.3062822606325148
53,0.89865027234860617,0.37391732845578352,3.16228e-05,0.50444999999999995,1.3139481026053428
54,0.89864025953220117,0.37120492388254095,3.16228e-05,0.50270000000000004,1.3547898412108421
55,0.89870033643063119,0.371251968934879,3.16228e-05,0.50329999999999997,1.3338200939774514
56,0.89905078500480617,0.36995599163682441,3.16228e-05,0.50405,1.3753211558461189
57,0.89891060557513613,0.36998554482669338,3.16228e-05,0.50344999999999995,1.3215446659922601
58,0.89863024671579617,0.36737371764382426,3.16228e-05,0.50414999999999999,1.3383211573123932
59,0.89800945209868632,0.3704907200736367,3.16228e-05,0.50365000000000004,1.3272183169960976
60,0.89899070810637616,0.36823388526872042,3.16228e-05,0.50505,1.3074114614963532
61,0.89790932393463629,0.36861227638482358,3.16228e-05,0.505,1.3248844292163848
62,0.89802947773149633,0.36488181788048196,3.16228e-05,0.50465000000000004,1.3239834332585334
63,0.89842999038769622,0.36860367608009259,3.16228e-05,0.50444999999999995,1.3391451059699058
64,0.8983098365908363,0.36483224404236325,3.16228e-05,0.50544999999999995,1.3272846500754356
65,0.89808955462992635,0.36631225458668881,3.16228e-05,0.50465000000000004,1.316744358420372
66,0.89829982377443129,0.36289415673467068,3.16228e-05,0.50524999999999998,1.3118965791583062
67,0.89810958026273635,0.36642481924745757,3.16228e-05,0.50480000000000003,1.3121407777905465
68,0.89845001602050623,0.3646272353658459,3.16228e-05,0.50405,1.3578628614306449
69,0.8983298622236463,0.36366747088135915,3.16228e-05,0.50485000000000002,1.3508550164937974
70,0.8979293495674463,0.36198486958280351,3.16228e-05,0.50465000000000004,1.3519110390543938
71,0.89845001602050623,0.36198091564251805,3.16228e-05,0.50539999999999996,1.3093744773864746
72,0.89782922140339638,0.36414084626252513,3.16228e-05,0.50460000000000005,1.3169671251058579
73,0.89799943928228132,0.36156644108050223,3.16228e-05,0.50539999999999996,1.3126384118199348
74,0.89770906760653635,0.36294740331035436,3.16228e-05,0.50424999999999998,1.3382029357790948
75,0.89890059275873113,0.35900303176181969,3.16228e-05,0.50634999999999997,1.3043902486205101
76,0.89712832425504641,0.36067371961780942,3.16228e-05,0.50665000000000004,1.2974019925236702
77,0.89841997757129122,0.35891911789455005,3.16228e-05,0.50639999999999996,1.3197527519702912
78,0.89833987504005131,0.35944215476379221,3.16228e-05,0.50449999999999995,1.3330088949680328
79,0.89689802947773145,0.3608755345376628,3.16228e-05,0.50585000000000002,1.326922435104847
80,0.89827979814162129,0.35733994460571883,3.16228e-05,0.50549999999999995,1.3478705148458481
81,0.89894064402435114,0.35658988745233183,3.16228e-05,0.50919999999999999,1.2926368926286698
82,0.89655759371996158,0.3590448009532371,3.16228e-05,0.50685000000000002,1.3099265332579613
83,0.89753884972765141,0.35663088989998815,3.16228e-05,0.50785000000000002,1.2922592438220977
84,0.89835990067286131,0.35568367808971296,3.16228e-05,0.50600000000000001,1.3091334385037423
