epoch,acc,loss,val_acc,val_loss
0,0.55088628361075542,1.3965358689866207,0.64459999999999995,1.0463540979385375
1,0.63447212431912847,1.0783475983490436,0.69904999999999995,0.87767200231552123
2,0.66740427747516817,0.9733329472042207,0.71875,0.81545860481262211
3,0.68703941044537009,0.91457929031774809,0.73360000000000003,0.78346350927352904
4,0.69785325216276839,0.88380068710544712,0.74780000000000002,0.73517931103706358
5,0.70923782441525152,0.84994913553129747,0.75829999999999997,0.69525790300369261
6,0.71651714194168536,0.83286547299876723,0.75695000000000001,0.71025575804710384
7,0.72086270426145471,0.81337605906159249,0.76880000000000004,0.66351768231391905
8,0.72401674142902916,0.80435004907707031,0.77739999999999998,0.64358132424354553
9,0.72568888176866386,0.79695042338519473,0.77054999999999996,0.66361080131530759
10,0.73251762255687281,0.78044862985534569,0.78390000000000004,0.63040817894935608
11,0.73486062159564247,0.77781138279544204,0.77980000000000005,0.64758643188476561
12,0.73571171099006727,0.77085741642995054,0.7883,0.61929523653984064
13,0.73990708106376157,0.76020769653164477,0.79105000000000003,0.61484935274124142
14,0.74226009291893624,0.75316354090951265,0.79720000000000002,0.59206321930885319
15,0.7425004005126562,0.75159016256338507,0.78274999999999995,0.62605339984893804
16,0.74476329702018584,0.74325742552731899,0.79474999999999996,0.60093929538726809
17,0.74588473245754561,0.7414676952117607,0.79659999999999997,0.59407312822341918
18,0.74970962832425503,0.73578303521430399,0.79415000000000002,0.60327635078430175
19,0.74940924383210505,0.73448149079277281,0.80169999999999997,0.58422572565078734
20,0.75283362704261458,0.72568442175228676,0.79830000000000001,0.59390880517959599
21,0.75264338353091953,0.72523672952746698,0.79779999999999995,0.58308168978691099
22,0.75440563921819925,0.72008594103785362,0.80284999999999995,0.5789126759529114
23,0.75364466517141937,0.72394252650365731,0.80635000000000001,0.56553812246322632
24,0.7554469721243191,0.71553300703538225,0.80430000000000001,0.57162582292556763
25,0.75536686959307919,0.71653623574821279,0.80310000000000004,0.57388412246704101
26,0.75861102210829867,0.70966854003024993,0.80615000000000003,0.57303984799385066
27,0.75866108619032357,0.71103614303249074,0.80764999999999998,0.5687733184814453
28,0.75900152194809356,0.70647674208839362,0.8044,0.57446312804222111
29,0.76132449535405322,0.7038378266331784,0.80679999999999996,0.56691674408912662
30,0.76006288048702342,0.70565703126414769,0.80620000000000003,0.5714392961502075
31,0.76088393143223321,0.70653889735743469,0.80620000000000003,0.57229307327270507
32,0.76060357257289335,0.70457961188031859,0.80589999999999995,0.57345289115905762
33,0.76246595642422299,0.69928895059742635,0.81279999999999997,0.56042813043594364
34,0.76224567446331304,0.7016620242568935,0.81489999999999996,0.54890723829269406
35,0.76130446972124322,0.70028811273037028,0.80545,0.5739150030612945
36,0.76317686638897786,0.69915033910794733,0.80884999999999996,0.56884897708892823
37,0.76281640499839798,0.69546952411097929,0.81025000000000003,0.55038613319396967
38,0.76547981416212751,0.69272798259683777,0.80330000000000001,0.57721924543380743
39,0.76567005767382246,0.69217043471466233,0.8105,0.55857253632545467
40,0.76496916052547259,0.69470511463275897,0.80269999999999997,0.5618995131969452
41,0.76269625120153794,0.69781981454908526,0.81520000000000004,0.53781615982055664
42,0.76544977571291251,0.69231320665036211,0.80754999999999999,0.56895730838775638
43,0.76932473566164694,0.68445449605350195,0.8145,0.54914015674591066
44,0.76662127523229739,0.68883777974852001,0.80864999999999998,0.56306067032814022
45,0.76765259532201213,0.68467466780024822,0.81410000000000005,0.54534656987190244
46,0.76813321050945205,0.6881598123790591,0.81874999999999998,0.536405241727829
47,0.76822332585709707,0.68913704852040325,0.82050000000000001,0.53136472558975223
48,0.76657121115027238,0.69010656825703942,0.81194999999999995,0.54391893429756166
49,0.76533963473245759,0.69220183305120053,0.81245000000000001,0.55121565275192264
50,0.76770265940403715,0.69074666011184505,0.81200000000000006,0.55225036849975584
51,0.77092678628644662,0.6815621800928382,0.81825000000000003,0.54681225137710576
52,0.76853372316565205,0.68485481075964005,0.81884999999999997,0.54214355702400208
53,0.76930471002883694,0.68809977514703313,0.81459999999999999,0.55886087036132814
54,0.76774271066965716,0.68762274519520972,0.81579999999999997,0.54245263390541076
55,0.76836350528676711,0.68959963371340416,0.8014,0.59276131973266599
56,0.76807313361102214,0.68751904671102793,0.81884999999999997,0.54218089027404781
57,0.77114706824735657,0.67896248449388508,0.81084999999999996,0.56848211579322816
58,0.77179790131368153,0.68007637483498407,0.81710000000000005,0.5454700076580048
59,0.76933474847805194,0.68509628697489744,0.82025000000000003,0.52643232374191284
60,0.77018583787247674,0.67980457444635578,0.81384999999999996,0.55085634593963628
61,0.76990547901313677,0.68457527101058979,0.81850000000000001,0.53518544006347657
