epoch,acc,loss,lr,val_acc,val_loss
0,0.54684499039692702,0.63856292442536688,0.001,0.56789999999999996,0.63121222171783442
1,0.57521627683434795,0.51248122185936573,0.001,0.63875000000000004,0.53229730968475342
2,0.59395025632809995,0.46707499560084492,0.001,0.67130000000000001,0.47422740392684937
3,0.60901954501762257,0.44015367317184428,0.001,0.65895000000000004,0.48049226937294004
4,0.6208346683755207,0.42216488198567875,0.001,0.67754999999999999,0.44114053535461428
5,0.62430911566805514,0.41298092633858202,0.001,0.69564999999999999,0.43062809906005861
6,0.63084748478051911,0.40205733915889391,0.001,0.71279999999999999,0.41163245048522951
7,0.63651473886574816,0.39838315883113651,0.001,0.69774999999999998,0.41641652116775513
8,0.64053989106055753,0.39143150003053406,0.001,0.71189999999999998,0.40958508224487306
9,0.64308314642742714,0.38538678979231966,0.001,0.73380000000000001,0.38011306028366088
10,0.64783923421980139,0.38147291501948788,0.001,0.73340000000000005,0.38193257842063905
11,0.65194448894585066,0.37593147136660121,0.001,0.74295,0.37750466413497924
12,0.64975168215315604,0.37505559722073223,0.001,0.73899999999999999,0.37677588262557982
13,0.65413729573854529,0.36933158745333311,0.001,0.74409999999999998,0.37610767569541931
14,0.65393703941044534,0.3689032656829046,0.001,0.73885000000000001,0.36952945890426636
15,0.6558094360781801,0.36646108832049162,0.001,0.72399999999999998,0.38571380424499513
16,0.65518864146107014,0.36374813192206212,0.001,0.74050000000000005,0.3635833930015564
17,0.65690083306632485,0.36309002084405101,0.001,0.74234999999999995,0.36612488307952878
18,0.65828260173021469,0.35983455692946398,0.001,0.74839999999999995,0.36310118217468262
19,0.66127643383530921,0.35898047445944126,0.001,0.73024999999999995,0.37108575677871702
20,0.66244793335469399,0.35835312188951224,0.001,0.75290000000000001,0.35360710816383362
21,0.6629285485421339,0.35664262365011479,0.001,0.73734999999999995,0.36556473770141601
22,0.66197733098365907,0.35494653457099523,0.001,0.76544999999999996,0.33748939194679262
23,0.66415011214354369,0.35246529718768477,0.001,0.76154999999999995,0.3426152338027954
24,0.66296859980775391,0.35323429662460931,0.001,0.74470000000000003,0.35514377918243406
