epoch,acc,loss,val_acc,val_loss
0,0.79515444942381563,1.5823879504478542,0.47694999999999999,1.7965295890808106
1,0.74550424543415572,1.3982056125697704,0.52115,1.6055600652694701
2,0.69275672861262416,1.3174339509552697,0.4965,1.5423058792114257
3,0.66128644665171421,1.2593550577793164,0.51754999999999995,1.4415486450195312
4,0.64370394104453699,1.2183959648724514,0.52659999999999996,1.3957269161224366
5,0.63466236783082342,1.1743285442078506,0.53239999999999998,1.3735066974639893
6,0.62800384492149952,1.1519302248916576,0.56669999999999998,1.3052383457183838
7,0.6179409644344761,1.1194051669332241,0.58079999999999998,1.2642281671524047
8,0.61362544056392176,1.0987080130887237,0.57540000000000002,1.2426795875549317
9,0.6058354694008331,1.0687597402201674,0.59589999999999999,1.1962393913269043
10,0.60812840435757765,1.0569886515935771,0.58020000000000005,1.2096673648834229
11,0.59990788208907397,1.0349426353753128,0.60185,1.162148522567749
12,0.59815563921819925,1.0219395047233335,0.60304999999999997,1.1647225260734557
13,0.59252843639859021,1.0098974785717663,0.61209999999999998,1.1265929592132569
14,0.59020546299263055,0.99086993820046199,0.61329999999999996,1.1212000684738159
15,0.58934436078180075,0.97641439042157063,0.60875000000000001,1.1232828414916993
16,0.58574975969240628,0.96592830530690366,0.62055000000000005,1.0810113411903381
17,0.58746195129766099,0.94867194989903236,0.61824999999999997,1.0945363754272461
18,0.57955182633771229,0.93392564890591701,0.62814999999999999,1.0580130031585693
19,0.57855054469721245,0.93044890978518913,0.64454999999999996,1.0277935275077821
20,0.57806992950977254,0.91750090840687093,0.64424999999999999,1.0267724542617798
21,0.57678828900993273,0.90591466426849365,0.64510000000000001,1.011876679611206
22,0.57493591797500798,0.90072729582971423,0.64265000000000005,1.0203086847305298
23,0.57620754565844279,0.88803790964708995,0.64975000000000005,0.9930732757568359
24,0.57227250881127845,0.88352139932495855,0.65134999999999998,0.99434872922897344
25,0.57110100929189367,0.87822309731291259,0.6573,0.97750715484619144
26,0.5683074335148991,0.86766253576489527,0.64334999999999998,1.0077434885978698
27,0.57310357257289335,0.85669640114352474,0.66579999999999995,0.95532008266448976
28,0.57105094520986865,0.85225595966893408,0.66554999999999997,0.95698915004730223
29,0.57233258570970846,0.83945931436464749,0.65920000000000001,0.96082236709594726
30,0.56686558795257935,0.83506285716462925,0.66044999999999998,0.96028448400497435
31,0.57154157321371357,0.82844667343404266,0.68159999999999998,0.93769661121368408
32,0.56848766421018904,0.82629058526059596,0.66615000000000002,0.94582196922302242
33,0.56752643383530921,0.81457760783962163,0.66305000000000003,0.9436417951583862
34,0.56756648510092922,0.80452810251265905,0.66390000000000005,0.94477940101623537
35,0.56481296058955466,0.80528299770688294,0.66930000000000001,0.9254636371612549
36,0.56411206344120479,0.7952802931410653,0.68194999999999995,0.89912583894729614
37,0.56600448574174944,0.79628777248055005,0.66615000000000002,0.93094548540115352
38,0.56823734380006408,0.78638106531074736,0.68194999999999995,0.90294623889923098
39,0.56546379365587951,0.7831685806993719,0.67874999999999996,0.9101284193038941
40,0.56548381928868952,0.77914684332933459,0.68269999999999997,0.89083688144683837
41,0.56491308875360458,0.77047479255808271,0.67915000000000003,0.90366726560592647
42,0.55993671900032038,0.77576717150895036,0.68754999999999999,0.88474004640579229
43,0.56771667734700415,0.76083010843800103,0.68640000000000001,0.88140336532592778
44,0.56310076898429995,0.76304781131353261,0.68669999999999998,0.88914347991943354
45,0.56428228132008973,0.75577396666228258,0.68799999999999994,0.87556927871704104
46,0.5654337552066645,0.7556178789801874,0.67915000000000003,0.88072529468536376
47,0.5616789490547901,0.74461068069274061,0.68559999999999999,0.86929747753143316
48,0.55757369432874082,0.74986729572996502,0.68445,0.87700122680664061
49,0.56360140980454987,0.73789497496645562,0.69574999999999998,0.8669761409759521
50,0.55923582185197052,0.73834171901716328,0.68994999999999995,0.86428397750854491
51,0.56368151233578978,0.7260285384740558,0.69120000000000004,0.86552360563278197
52,0.5591957705863505,0.72849862524348552,0.69635000000000002,0.85442773637771607
53,0.56178909003524513,0.72108207548019865,0.69984999999999997,0.84467417783737186
54,0.56304069208586993,0.72116332232130909,0.69640000000000002,0.85637631959915161
55,0.56318087151553986,0.7118482709465711,0.69825000000000004,0.84281454505920406
56,0.55812439923101576,0.71274502233067061,0.70225000000000004,0.84109951190948484
57,0.55589154117270101,0.70695843015943949,0.70550000000000002,0.83797117233276364
58,0.56384171739826983,0.70628594185289229,0.70220000000000005,0.83085358734130854
59,0.55865507850048057,0.70466698554798946,0.71089999999999998,0.82388918266296385
60,0.56053748798462033,0.69894069236503586,0.70609999999999995,0.82309794149398807
61,0.55735341236783087,0.69982545015255027,0.70489999999999997,0.82742386245727539
62,0.56066765459788526,0.69080067859250582,0.70660000000000001,0.82274463043212887
63,0.55881528356296062,0.69298008558880786,0.69740000000000002,0.84219107999801635
64,0.55843479653957062,0.69016749436409952,0.70984999999999998,0.81486462383270264
65,0.56077779557834029,0.68389059491013915,0.7087,0.81834697656631472
66,0.56038729573854529,0.68130696833000015,0.70089999999999997,0.8382221776008606
67,0.55695289971163087,0.68626768269702354,0.70189999999999997,0.82278913526535036
68,0.56397188401153475,0.67875537691648025,0.70550000000000002,0.82204671983718869
69,0.56008691124639542,0.6728457780420608,0.7036,0.82533675804138185
70,0.55415932393463629,0.67799145848427933,0.71179999999999999,0.81367622003555296
71,0.55921579621916051,0.67289286540586646,0.70340000000000003,0.82225904827117924
72,0.56275032041012496,0.6625879670289494,0.70909999999999995,0.81412443571090698
73,0.56094801345722523,0.65853647716302821,0.71455000000000002,0.80138834714889529
74,0.56045738545338031,0.65683789388448222,0.70725000000000005,0.81791400661468505
75,0.56477290932393465,0.65143179244163973,0.71074999999999999,0.80793701343536373
76,0.5591857577699455,0.65901079845520139,0.71265000000000001,0.80867913074493403
77,0.5566825536686959,0.65389037522815885,0.71555000000000002,0.81079777565002442
78,0.5591957705863505,0.6554921393744344,0.70899999999999996,0.82289376173019413
79,0.55863505286767057,0.64596048802452488,0.71125000000000005,0.80945651435852051
80,0.56412207625760979,0.6475344299601653,0.7127,0.80843181838989253
